Date&Time,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,INJURED,KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,FACTOR_VEHICLE1,FACTOR_VEHICLE2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
4/4/15 14:41,,,,,,HAMILTON AVENUE,CENTRE STREET,,1,0,1,0,0,0,0,0,Unspecified,Unspecified,,,,3197526,,,,,
4/4/15 16:30,BRONX,10466,40.8852706,-73.8551048,"(40.8852706, -73.8551048)",BRONXWOOD AVENUE,EAST 224 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3197423,VAN,,,,
4/4/15 5:55,,,,,,,,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3197773,PASSENGER VEHICLE,TAXI,,,
4/4/15 10:00,QUEENS,11377,40.7394165,-73.9203946,"(40.7394165, -73.9203946)",45 STREET,48 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3197638,PASSENGER VEHICLE,UNKNOWN,,,
4/4/15 0:01,BROOKLYN,11235,40.5839003,-73.9387393,"(40.5839003, -73.9387393)",EMMONS AVENUE,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3197947,PASSENGER VEHICLE,UNKNOWN,,,
4/4/15 0:03,MANHATTAN,10012,40.7213093,-73.994704,"(40.7213093, -73.994704)",ELIZABETH STREET,SPRING STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3197762,PASSENGER VEHICLE,UNKNOWN,,,
4/4/15 0:10,MANHATTAN,10033,40.8483929,-73.9376716,"(40.8483929, -73.9376716)",WEST 178 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198818,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
4/4/15 0:10,QUEENS,11355,40.7509692,-73.8257652,"(40.7509692, -73.8257652)",MAIN STREET,ELDER AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3197658,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/4/15 0:14,BROOKLYN,11207,40.6585778,-73.8906229,"(40.6585778, -73.8906229)",LINDEN BOULEVARD,PENNSYLVANIA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3197516,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/4/15 13:20,QUEENS,11375,40.7244008,-73.8498011,"(40.7244008, -73.8498011)",QUEENS BOULEVARD,68 DRIVE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3197689,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
4/4/15 0:15,BROOKLYN,11236,40.6365228,-73.8899349,"(40.6365228, -73.8899349)",AVENUE N,EAST 99 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3197486,PASSENGER VEHICLE,UNKNOWN,,,
4/4/15 0:15,MANHATTAN,10017,40.7546776,-73.9758061,"(40.7546776, -73.9758061)",PARK AVENUE,EAST 46 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3197336,SPORT UTILITY / STATION WAGON,TAXI,,,
4/4/15 0:15,QUEENS,11101,40.7497328,-73.9360965,"(40.7497328, -73.9360965)",NORTHERN BOULEVARD,41 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3197702,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
4/4/15 0:15,,,,,,,,P/L OF 460 BRIELLE AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,3198687,PASSENGER VEHICLE,,,,
4/4/15 0:30,BRONX,10462,40.8428334,-73.86527,"(40.8428334, -73.86527)",,,S/O 1656 WHITE PL ROAD,0,0,0,0,0,0,0,0,Unspecified,,,,,3197432,PASSENGER VEHICLE,,,,
4/4/15 0:30,MANHATTAN,10019,40.764627,-73.9955453,"(40.764627, -73.9955453)",WEST 48 STREET,11 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3197331,OTHER,PASSENGER VEHICLE,,,
4/4/15 0:30,MANHATTAN,10019,40.7656758,-73.9762353,"(40.7656758, -73.9762353)",WEST 59 STREET,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3197335,TAXI,SPORT UTILITY / STATION WAGON,,,
4/4/15 0:30,MANHATTAN,10026,40.8039585,-73.9482713,"(40.8039585, -73.9482713)",WEST 119 STREET,LENOX AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3199349,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
4/4/15 0:37,,,,,,HUGH GRANT CIRCLE,CROSS BRONX NORTH SERVICE ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3197395,PASSENGER VEHICLE,TAXI,,,
4/4/15 0:50,BROOKLYN,11211,40.7063596,-73.9519106,"(40.7063596, -73.9519106)",BROADWAY,PENN STREET,,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,3197561,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/4/15 10:00,QUEENS,11373,40.7334973,-73.8703694,"(40.7334973, -73.8703694)",QUEENS BOULEVARD,WOODHAVEN BOULEVARD,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Driver Inattention/Distraction,,,,3197672,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
4/4/15 10:00,QUEENS,11434,40.6773548,-73.7809498,"(40.6773548, -73.7809498)",BAISLEY BOULEVARD,LONG STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3197698,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/4/15 10:05,MANHATTAN,10025,40.8048862,-73.9624735,"(40.8048862, -73.9624735)",WEST 113 STREET,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3197368,PASSENGER VEHICLE,UNKNOWN,,,
4/4/15 10:10,BROOKLYN,11221,40.6912192,-73.9396792,"(40.6912192, -73.9396792)",LAFAYETTE AVENUE,GARVEY BOULEVARD,,0,0,0,0,0,0,0,0,Obstruction/Debris,Unspecified,Unspecified,,,3198491,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
4/4/15 10:15,,,,,,LEWIS AVENUE,BROADWAY,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3197537,PASSENGER VEHICLE,TAXI,PASSENGER VEHICLE,,
4/4/15 10:17,MANHATTAN,10025,40.8036294,-73.9633881,"(40.8036294, -73.9633881)",WEST 111 STREET,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3197851,PASSENGER VEHICLE,BUS,,,
4/4/15 10:23,MANHATTAN,10001,40.7557807,-74.0019852,"(40.7557807, -74.0019852)",WEST 34 STREET,11 AVENUE,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3197297,SPORT UTILITY / STATION WAGON,LIVERY VEHICLE,,,
4/4/15 10:30,MANHATTAN,10026,40.7974839,-73.9487856,"(40.7974839, -73.9487856)",WEST 111 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3197852,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
4/4/15 10:30,QUEENS,11420,40.6819946,-73.8230719,"(40.6819946, -73.8230719)",109 AVENUE,118 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3197615,SPORT UTILITY / STATION WAGON,,,,
4/4/15 10:30,,,,,,SOUTH GANNON AVENUE,ROCKLAND AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3197734,UNKNOWN,PASSENGER VEHICLE,,,
4/4/15 10:35,BROOKLYN,11237,40.7064452,-73.9268252,"(40.7064452, -73.9268252)",GRATTAN STREET,VARICK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3199045,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
4/4/15 14:15,,,40.7491758,-73.9670136,"(40.7491758, -73.9670136)",,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3197330,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
4/4/15 10:35,,,40.6651524,-73.8258822,"(40.6651524, -73.8258822)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3197614,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
4/4/15 10:40,MANHATTAN,10016,40.7497247,-73.9836217,"(40.7497247, -73.9836217)",WEST 36 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3197320,OTHER,OTHER,,,
4/4/15 10:40,STATEN ISLAND,10309,40.521753,-74.2169793,"(40.521753, -74.2169793)",,,6400 AMBOY ROAD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3197751,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
4/4/15 10:45,BRONX,10470,40.8974059,-73.8626129,"(40.8974059, -73.8626129)",EAST 234 STREET,WEBSTER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3197419,VAN,OTHER,SPORT UTILITY / STATION WAGON,,
4/4/15 10:50,QUEENS,11434,40.6650945,-73.7769998,"(40.6650945, -73.7769998)",,,144-49 166 STREET,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3198059,OTHER,SPORT UTILITY / STATION WAGON,,,
4/4/15 10:50,,,,,,,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3197286,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
4/4/15 10:59,,,40.7353396,-73.916885,"(40.7353396, -73.916885)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3199127,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
4/4/15 11:00,MANHATTAN,10026,40.8012875,-73.9539333,"(40.8012875, -73.9539333)",WEST 113 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3197853,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/4/15 11:00,QUEENS,11372,40.7467523,-73.8923224,"(40.7467523, -73.8923224)",ROOSEVELT AVENUE,73 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198608,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
4/4/15 11:00,QUEENS,11426,40.7250114,-73.7220434,"(40.7250114, -73.7220434)",JERICHO TURNPIKE,246 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3198073,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
4/4/15 11:00,,,,,,LAFAYETTE AVENUE,FRANKLIN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3199984,PASSENGER VEHICLE,,,,
4/4/15 11:01,STATEN ISLAND,10309,40.5262662,-74.2015265,"(40.5262662, -74.2015265)",SEGUINE AVENUE,AMBOY ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3197753,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/4/15 11:12,QUEENS,11434,40.6660868,-73.7849735,"(40.6660868, -73.7849735)",,,R/O 144-36 153 LANE,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3198061,SPORT UTILITY / STATION WAGON,,,,
4/4/15 11:15,BROOKLYN,11201,40.6950223,-73.9888461,"(40.6950223, -73.9888461)",ADAMS STREET,JOHNSON STREET,,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,3197546,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
4/4/15 11:25,MANHATTAN,10022,40.7570751,-73.9698495,"(40.7570751, -73.9698495)",EAST 52 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3197814,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/4/15 11:25,STATEN ISLAND,10304,40.6300111,-74.0817302,"(40.6300111, -74.0817302)",ST PAULS AVENUE,BEACH STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3198676,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/4/15 11:26,QUEENS,11418,40.6911532,-73.8434358,"(40.6911532, -73.8434358)",92 AVENUE,102 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3197585,PASSENGER VEHICLE,UNKNOWN,,,
4/4/15 11:30,BRONX,10451,40.8193167,-73.930314,"(40.8193167, -73.930314)",RIVER AVENUE,EAST 149 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3197403,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
4/4/15 11:30,BROOKLYN,11217,40.6884588,-73.9827137,"(40.6884588, -73.9827137)",LIVINGSTON STREET,HANOVER PLACE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3197541,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
4/4/15 11:30,BROOKLYN,11226,40.6472432,-73.9604721,"(40.6472432, -73.9604721)",OCEAN AVENUE,ALBEMARLE ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3197492,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
4/4/15 11:30,QUEENS,11354,40.7629768,-73.8253151,"(40.7629768, -73.8253151)",37 AVENUE,BOWNE STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3197667,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/4/15 11:30,QUEENS,11377,40.7399663,-73.8942315,"(40.7399663, -73.8942315)",QUEENS BOULEVARD,70 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198095,PASSENGER VEHICLE,UNKNOWN,,,
4/4/15 11:30,STATEN ISLAND,10306,40.5664967,-74.1137614,"(40.5664967, -74.1137614)",HYLAN BOULEVARD,ALLISON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3199215,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
4/4/15 11:30,,,,,,,,P/L 2040 FOREST AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198678,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/4/15 11:40,BROOKLYN,11216,40.6813829,-73.953515,"(40.6813829, -73.953515)",HALSEY STREET,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3198492,MOTORCYCLE,PASSENGER VEHICLE,,,
4/4/15 11:50,MANHATTAN,10012,40.7246935,-73.9941806,"(40.7246935, -73.9941806)",MOTT STREET,EAST HOUSTON STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3197774,PASSENGER VEHICLE,,,,
4/4/15 11:55,,,,,,CASTLETON AVENUE,PORT RICHMOND AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3197739,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/4/15 11:58,BROOKLYN,11203,40.6492783,-73.9436055,"(40.6492783, -73.9436055)",BROOKLYN AVENUE,SNYDER AVENUE,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3197478,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/4/15 12:00,BRONX,10466,40.8924774,-73.8544923,"(40.8924774, -73.8544923)",EAST 233 STREET,BARNES AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3197422,PASSENGER VEHICLE,OTHER,,,
4/4/15 12:00,BROOKLYN,11238,40.6828056,-73.9636635,"(40.6828056, -73.9636635)",SAINT JAMES PLACE,FULTON STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3198030,PASSENGER VEHICLE,,,,
4/4/15 12:00,QUEENS,11367,40.7208288,-73.8238382,"(40.7208288, -73.8238382)",77 AVENUE,137 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3198573,PICK-UP TRUCK,PASSENGER VEHICLE,,,
4/4/15 12:00,QUEENS,11375,40.7170103,-73.857148,"(40.7170103, -73.857148)",SELFRIDGE STREET,JUNO STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3197691,MOTORCYCLE,PASSENGER VEHICLE,,,
4/4/15 12:00,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,,,3197778,PICK-UP TRUCK,TAXI,SPORT UTILITY / STATION WAGON,,
4/4/15 12:09,BROOKLYN,11222,40.7372862,-73.9554246,"(40.7372862, -73.9554246)",BOX STREET,MANHATTAN AVENUE,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,3197567,PASSENGER VEHICLE,UNKNOWN,,,
4/4/15 12:09,QUEENS,11421,40.6954732,-73.8580488,"(40.6954732, -73.8580488)",87 STREET,85 ROAD,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3197586,PASSENGER VEHICLE,UNKNOWN,,,
4/4/15 12:09,,,40.6678036,-73.8014041,"(40.6678036, -73.8014041)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3197699,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/4/15 12:10,BROOKLYN,11219,40.6246549,-73.9993192,"(40.6246549, -73.9993192)",65 STREET,14 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3197459,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/4/15 12:10,MANHATTAN,10003,40.7339649,-73.9887782,"(40.7339649, -73.9887782)",EAST 14 STREET,IRVING PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3197306,PASSENGER VEHICLE,VAN,,,
4/4/15 12:10,,,,,,,,1430 RICHMOND AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3197735,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/4/15 12:12,STATEN ISLAND,10306,40.5698565,-74.1135403,"(40.5698565, -74.1135403)",CLAWSON STREET,ROSS AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3198168,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/4/15 12:15,BROOKLYN,11221,40.6879349,-73.9153935,"(40.6879349, -73.9153935)",HANCOCK STREET,BUSHWICK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3198507,OTHER,,,,
4/4/15 12:20,MANHATTAN,10002,40.7192038,-73.9903644,"(40.7192038, -73.9903644)",ALLEN STREET,DELANCEY STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3197765,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
4/4/15 12:20,MANHATTAN,10036,40.7649043,-73.9981373,"(40.7649043, -73.9981373)",WEST SIDE HIGHWAY,WEST 47 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3197822,VAN,SPORT UTILITY / STATION WAGON,,,
4/4/15 12:25,MANHATTAN,10019,40.7655201,-73.9800367,"(40.7655201, -73.9800367)",WEST 57 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3197825,PASSENGER VEHICLE,TAXI,,,
4/4/15 12:30,QUEENS,11373,40.7384421,-73.8819901,"(40.7384421, -73.8819901)",,,81-26 DONGAN AVENUE,0,0,0,0,0,0,0,0,Obstruction/Debris,,,,,3197673,PASSENGER VEHICLE,,,,
4/4/15 12:30,,,,,,,,BACK OF 220-21 LINDEN BLVD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198060,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
4/4/15 12:33,BROOKLYN,11214,40.6118724,-74.0026148,"(40.6118724, -74.0026148)",,,1679 81 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3197458,SPORT UTILITY / STATION WAGON,VAN,,,
4/4/15 12:36,QUEENS,11354,40.7615472,-73.8311197,"(40.7615472, -73.8311197)",37 AVENUE,MAIN STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3197666,SPORT UTILITY / STATION WAGON,VAN,,,
4/4/15 12:37,MANHATTAN,10031,40.8252325,-73.9476044,"(40.8252325, -73.9476044)",WEST 145 STREET,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3197371,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/4/15 12:40,MANHATTAN,10003,40.7307234,-73.989053,"(40.7307234, -73.989053)",3 AVENUE,EAST 10 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3197290,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
4/4/15 12:45,BROOKLYN,11207,40.6762804,-73.8921621,"(40.6762804, -73.8921621)",ATLANTIC AVENUE,MILLER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3197510,PASSENGER VEHICLE,FIRE TRUCK,,,
4/4/15 12:45,STATEN ISLAND,10309,40.5302619,-74.2110894,"(40.5302619, -74.2110894)",MAGUIRE AVENUE,DRUMGOOLE ROAD WEST,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3197752,VAN,PASSENGER VEHICLE,,,
4/4/15 12:55,BROOKLYN,11203,40.6550381,-73.9355781,"(40.6550381, -73.9355781)",LENOX ROAD,EAST 45 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3197964,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/4/15 12:58,BRONX,10463,40.8855194,-73.8946798,"(40.8855194, -73.8946798)",VANCORTLANDT AVENUE WEST,VANCORTLANDT PARK SOUTH,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3197437,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/4/15 12:58,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,Unspecified,,,3197436,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
4/4/15 13:00,BROOKLYN,11218,40.6376139,-73.9675326,"(40.6376139, -73.9675326)",STRATFORD ROAD,DORCHESTER ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3197493,PASSENGER VEHICLE,OTHER,,,
4/4/15 13:00,BROOKLYN,11236,40.6537454,-73.9184714,"(40.6537454, -73.9184714)",CHURCH AVENUE,EAST 92 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3197965,PASSENGER VEHICLE,,,,
4/4/15 13:00,BROOKLYN,11236,40.6369309,-73.9110805,"(40.6369309, -73.9110805)",EAST 83 STREET,FLATLANDS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3197487,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/4/15 13:00,MANHATTAN,10033,40.8449101,-73.9332329,"(40.8449101, -73.9332329)",WEST 176 STREET,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3197375,PASSENGER VEHICLE,VAN,,,
4/4/15 13:00,QUEENS,11354,40.7639417,-73.8281463,"(40.7639417, -73.8281463)",NORTHERN BOULEVARD,UNION STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3197668,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
4/4/15 13:00,QUEENS,11372,40.7488634,-73.8927087,"(40.7488634, -73.8927087)",73 STREET,37 AVENUE,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3197716,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
4/4/15 13:00,,,,,,1 AVENUE,EAST 28 STREET,,0,0,0,0,0,0,0,0,Passenger Distraction,,,,,3197303,SPORT UTILITY / STATION WAGON,,,,
4/4/15 13:00,,,,,,FULTON STREET,UTICA AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3198016,PASSENGER VEHICLE,TAXI,,,
4/4/15 13:08,BROOKLYN,11220,40.6470298,-74.0119963,"(40.6470298, -74.0119963)",49 STREET,4 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3199498,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
4/4/15 13:10,BROOKLYN,11213,40.6694339,-73.9254924,"(40.6694339, -73.9254924)",BUFFALO AVENUE,LINCOLN PLACE,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3197528,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/4/15 13:10,BROOKLYN,11231,40.6747417,-73.9977685,"(40.6747417, -73.9977685)",WEST 9 STREET,SMITH STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3197525,,,,,
4/4/15 13:15,BRONX,10469,40.8705533,-73.8464085,"(40.8705533, -73.8464085)",EAST GUNHILL ROAD,SEXTON PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198354,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
4/4/15 13:15,BROOKLYN,11212,40.6696841,-73.9107412,"(40.6696841, -73.9107412)",PITKIN AVENUE,ROCKAWAY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3197504,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/4/15 13:15,BROOKLYN,11214,40.598766,-74.0007202,"(40.598766, -74.0007202)",CROPSEY AVENUE,21 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3197952,TAXI,PASSENGER VEHICLE,,,
4/4/15 13:15,,,40.6941303,-73.876862,"(40.6941303, -73.876862)",,,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3198044,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/4/15 13:16,BRONX,10460,40.8370652,-73.8868204,"(40.8370652, -73.8868204)",EAST 174 STREET,HOE AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3197383,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/4/15 13:25,MANHATTAN,10019,40.7622904,-73.9861058,"(40.7622904, -73.9861058)",8 AVENUE,WEST 50 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3197338,TAXI,,,,
4/4/15 13:30,QUEENS,11369,40.7612129,-73.8672291,"(40.7612129, -73.8672291)",31 AVENUE,102 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198152,SPORT UTILITY / STATION WAGON,,,,
4/4/15 13:35,,,,,,,,I/F/O 231-10 145 AVENE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198082,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
