Date&Time,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,INJURED,KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,FACTOR_VEHICLE1,FACTOR_VEHICLE2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
4/6/15 6:00,MANHATTAN,10022,40.7621793,-73.9661291,"(40.7621793, -73.9661291)",EAST 60 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3198238,UNKNOWN,,,,
4/6/15 6:00,QUEENS,11423,40.7075586,-73.772598,"(40.7075586, -73.772598)",185 STREET,HENDERSON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198536,PASSENGER VEHICLE,UNKNOWN,,,
4/6/15 6:18,,,,,,,,I/S 100 OAK POINT AVENUE I/S JETRO,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3198300,SPORT UTILITY / STATION WAGON,SMALL COM VEH(4 TIRES),,,
4/6/15 6:25,MANHATTAN,10002,40.7190253,-73.9897692,"(40.7190253, -73.9897692)",DELANCEY STREET,ORCHARD STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3198199,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/6/15 6:40,QUEENS,11379,40.7152443,-73.8802059,"(40.7152443, -73.8802059)",74 STREET,JUNIPER VALLEY ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198541,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/6/15 6:50,BRONX,10467,40.8728912,-73.8806921,"(40.8728912, -73.8806921)",BAINBRIDGE AVENUE,EAST MOSHOLU PARKWAY NORTH,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198369,PASSENGER VEHICLE,UNKNOWN,,,
4/6/15 6:50,BROOKLYN,11204,40.6151842,-73.9836655,"(40.6151842, -73.9836655)",65 STREET,21 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198391,UNKNOWN,SPORT UTILITY / STATION WAGON,,,
4/6/15 6:50,MANHATTAN,10012,40.7214494,-73.9973989,"(40.7214494, -73.9973989)",KENMARE STREET,CLEVELAND PLACE,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3198187,VAN,PASSENGER VEHICLE,,,
4/6/15 7:00,BROOKLYN,11207,40.6745515,-73.8954996,"(40.6745515, -73.8954996)",NEW JERSEY AVENUE,LIBERTY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3199965,SPORT UTILITY / STATION WAGON,LARGE COM VEH(6 OR MORE TIRES),,,
4/6/15 7:00,BROOKLYN,11232,40.6565493,-74.002094,"(40.6565493, -74.002094)",32 STREET,4 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3198436,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
4/6/15 7:00,STATEN ISLAND,10309,40.5489401,-74.2186077,"(40.5489401, -74.2186077)",,,157 CHARLESTON AVENUE,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3198693,PASSENGER VEHICLE,UNKNOWN,,,
4/6/15 7:05,STATEN ISLAND,10310,40.6278216,-74.1212583,"(40.6278216, -74.1212583)",CLOVE ROAD,FOREST AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3198674,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
4/6/15 7:15,BROOKLYN,11222,40.7270994,-73.9526858,"(40.7270994, -73.9526858)",MANHATTAN AVENUE,MESEROLE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198514,PASSENGER VEHICLE,VAN,,,
4/6/15 7:50,BROOKLYN,11207,40.6781627,-73.8974769,"(40.6781627, -73.8974769)",PENNSYLVANIA AVENUE,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198460,TAXI,VAN,,,
4/6/15 7:50,,,40.672888,-73.9992169,"(40.672888, -73.9992169)",,,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3198999,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
4/6/15 7:59,BROOKLYN,11215,40.6680296,-73.9839446,"(40.6680296, -73.9839446)",9 STREET,6 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3198487,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
4/6/15 8:00,MANHATTAN,10018,40.755207,-73.996654,"(40.755207, -73.996654)",WEST 36 STREET,DYER AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3198207,SPORT UTILITY / STATION WAGON,OTHER,,,
4/6/15 8:00,QUEENS,11101,40.7375371,-73.9299449,"(40.7375371, -73.9299449)",HUNTERS POINT AVENUE,GREENPOINT AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3199115,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
4/6/15 8:10,BROOKLYN,11234,40.6211154,-73.9310181,"(40.6211154, -73.9310181)",EAST 46 STREET,AVENUE M,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Backing Unsafely,,,,3198397,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/6/15 8:14,STATEN ISLAND,10305,40.5907529,-74.0883648,"(40.5907529, -74.0883648)",HYLAN BOULEVARD,BURGHER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3198690,VAN,OTHER,,,
4/6/15 8:15,,,40.8063462,-73.9331715,"(40.8063462, -73.9331715)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,Unspecified,,,3198267,UNKNOWN,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
4/6/15 8:20,MANHATTAN,10009,40.7291568,-73.9752706,"(40.7291568, -73.9752706)",AVENUE C,EAST 15 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3198209,PASSENGER VEHICLE,,,,
4/6/15 8:20,,,,,,RICHMOND ROAD,CLOVE ROAD,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,3199219,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
4/6/15 8:20,,,,,,,,5400 KINGS PLAZA RAMP @ SEARS,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3198398,OTHER,OTHER,,,
4/6/15 8:20,,,40.7406926,-73.8441704,"(40.7406926, -73.8441704)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3199158,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
4/6/15 8:25,BRONX,10454,40.8128929,-73.9201189,"(40.8128929, -73.9201189)",EAST 144 STREET,WILLIS AVENUE,,0,0,0,0,0,0,0,0,Brakes Defective,,,,,3198296,PASSENGER VEHICLE,,,,
4/6/15 8:30,,,,,,HORACE HARDING EXPRESSWAY,DOUGLASTON PARKWAY,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3198627,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
4/6/15 8:30,,,40.7223457,-73.7771606,"(40.7223457, -73.7771606)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3199108,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
4/6/15 8:37,MANHATTAN,10010,40.7441866,-73.9918693,"(40.7441866, -73.9918693)",WEST 25 STREET,6 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3198211,PASSENGER VEHICLE,VAN,,,
4/6/15 8:37,MANHATTAN,10065,40.7608574,-73.9610689,"(40.7608574, -73.9610689)",EAST 61 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Lost Consciousness,,,,3198240,PASSENGER VEHICLE,VAN,,,
4/6/15 8:40,BROOKLYN,11232,40.6632629,-73.9951087,"(40.6632629, -73.9951087)",20 STREET,4 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198442,VAN,VAN,,,
4/6/15 8:42,MANHATTAN,10075,40.7720736,-73.9499388,"(40.7720736, -73.9499388)",EAST 80 STREET,YORK AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3198243,TAXI,SPORT UTILITY / STATION WAGON,,,
4/6/15 8:50,BRONX,10475,40.8859908,-73.827914,"(40.8859908, -73.827914)",CONNER STREET,BOSTON ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198345,SPORT UTILITY / STATION WAGON,VAN,,,
4/6/15 9:00,MANHATTAN,10011,40.7347834,-73.9987154,"(40.7347834, -73.9987154)",WEST 10 STREET,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198198,PASSENGER VEHICLE,,,,
4/6/15 9:00,,,40.6739836,-73.7971007,"(40.6739836, -73.7971007)",ROCKAWAY BOULEVARD,142 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198651,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
4/6/15 9:05,BRONX,10456,40.8307375,-73.910489,"(40.8307375, -73.910489)",EAST 167 STREET,WEBSTER AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,3198845,LIVERY VEHICLE,SPORT UTILITY / STATION WAGON,,,
4/6/15 9:15,QUEENS,11385,40.7003674,-73.9066176,"(40.7003674, -73.9066176)",PUTNAM AVENUE,CYPRESS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3198546,OTHER,OTHER,,,
4/6/15 9:15,QUEENS,11433,40.6893148,-73.7873325,"(40.6893148, -73.7873325)",DILLON STREET,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3198652,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
4/6/15 9:23,MANHATTAN,10016,40.7470784,-73.9813415,"(40.7470784, -73.9813415)",EAST 34 STREET,PARK AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3198216,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
4/6/15 9:25,BRONX,10453,40.8468783,-73.9206057,"(40.8468783, -73.9206057)",UNIVERSITY AVENUE,WEST 174 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Turning Improperly,,,,3198865,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/6/15 9:25,,,,,,,,VAN BRUNT STREET AT BOWNE STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3198463,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
4/6/15 9:26,MANHATTAN,10028,40.7739779,-73.948551,"(40.7739779, -73.948551)",YORK AVENUE,EAST 83 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3198242,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
4/6/15 9:30,MANHATTAN,10010,40.7401151,-73.9822131,"(40.7401151, -73.9822131)",EAST 25 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198210,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/6/15 9:30,MANHATTAN,10019,40.7690047,-73.99235,"(40.7690047, -73.99235)",11 AVENUE,WEST 55 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3198232,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
4/6/15 9:35,BROOKLYN,11208,40.6701999,-73.86776,"(40.6701999, -73.86776)",HEMLOCK STREET,DUMONT AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,,,,,3198455,PASSENGER VEHICLE,UNKNOWN,,,
4/6/15 9:40,MANHATTAN,10017,40.7566543,-73.9785667,"(40.7566543, -73.9785667)",WEST 47 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3198753,TAXI,SPORT UTILITY / STATION WAGON,,,
4/6/15 9:40,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3199118,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
4/6/15 9:44,MANHATTAN,10024,40.785171,-73.9731337,"(40.785171, -73.9731337)",COLUMBUS AVENUE,WEST 84 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198255,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/6/15 9:45,BRONX,10467,40.8654067,-73.8683697,"(40.8654067, -73.8683697)",OLINVILLE AVENUE,ALLERTON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198353,PASSENGER VEHICLE,UNKNOWN,,,
4/6/15 9:45,BROOKLYN,11215,40.6661692,-73.9888076,"(40.6661692, -73.9888076)",14 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198485,OTHER,OTHER,,,
4/6/15 9:48,MANHATTAN,10038,40.7134676,-73.9985824,"(40.7134676, -73.9985824)",PARK ROW,WORTH STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3198188,OTHER,,,,
4/6/15 9:50,,,,,,HUNTERSPOINT AVENUE,37 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3199119,PASSENGER VEHICLE,LIVERY VEHICLE,,,
4/6/15 9:55,MANHATTAN,10024,40.788358,-73.9745227,"(40.788358, -73.9745227)",WEST 87 STREET,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,3198800,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
4/6/15 9:56,BROOKLYN,11226,40.6487213,-73.9649038,"(40.6487213, -73.9649038)",EAST 16 STREET,CHURCH AVENUE,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,3198427,PASSENGER VEHICLE,UNKNOWN,,,
4/6/15 9:58,BROOKLYN,11212,40.6670963,-73.9227518,"(40.6670963, -73.9227518)",EAST NEW YORK AVENUE,RALPH AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198449,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/6/15 10:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198567,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/6/15 10:44,,,,,,,,,0,0,0,0,0,0,0,0,Other Vehicular,Fatigued/Drowsy,,,,3198866,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
4/6/15 10:45,,,40.6217531,-74.1726275,"(40.6217531, -74.1726275)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,Unspecified,,,3198683,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),LARGE COM VEH(6 OR MORE TIRES),,
4/6/15 16:00,,,,,,,,3992 VICTORY BLVD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3199697,PASSENGER VEHICLE,UNKNOWN,,,
4/6/15 16:09,,,40.6718124,-73.9987847,"(40.6718124, -73.9987847)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3198443,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
4/6/15 16:15,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198887,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/6/15 17:04,STATEN ISLAND,10305,40.5852388,-74.0880694,"(40.5852388, -74.0880694)",GARRETSON AVENUE,MASON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3199216,PASSENGER VEHICLE,UNKNOWN,,,
4/6/15 17:15,,,,,,,,PERIMETER RD FMP,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,3199154,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
4/6/15 18:00,BROOKLYN,11207,40.6864174,-73.9086888,"(40.6864174, -73.9086888)",COOPER STREET,EVERGREEN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3199024,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
4/6/15 18:45,BROOKLYN,11233,40.6746537,-73.9091555,"(40.6746537, -73.9091555)",EASTERN PARKWAY,DEAN STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3198977,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/6/15 18:56,BRONX,10459,40.8209797,-73.8938751,"(40.8209797, -73.8938751)",FOX STREET,EAST 163 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3198829,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/6/15 22:50,,,40.710977,-73.9796117,"(40.710977, -73.9796117)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198706,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/6/15 3:30,QUEENS,11434,40.6596509,-73.7738282,"(40.6596509, -73.7738282)",ROCKAWAY BOULEVARD,FARMERS BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3199600,OTHER,UNKNOWN,,,
4/6/15 3:47,,,,,,,,,0,0,0,0,0,0,0,0,Other Electronic Device,Unspecified,,,,3198557,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/6/15 3:50,MANHATTAN,10029,40.7921868,-73.9381937,"(40.7921868, -73.9381937)",1 AVENUE,EAST 110 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198256,PASSENGER VEHICLE,UNKNOWN,,,
4/6/15 9:15,BRONX,10466,40.8826316,-73.8395095,"(40.8826316, -73.8395095)",BAYCHESTER AVENUE,NEEDHAM AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198337,UNKNOWN,UNKNOWN,,,
4/6/15 10:10,,,,,,,,PARKING LOT MAIN ST & BOOTH MEMORIAL AV,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3199133,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
4/6/15 10:30,QUEENS,11373,40.7401639,-73.8855127,"(40.7401639, -73.8855127)",79 STREET,47 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,Unspecified,Unspecified,,3199161,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,
4/6/15 11:30,BRONX,10451,40.8229428,-73.9145065,"(40.8229428, -73.9145065)",EAST 159 STREET,MELROSE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198293,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
4/6/15 12:10,MANHATTAN,10039,40.8272005,-73.9366797,"(40.8272005, -73.9366797)",WEST 153 STREET,MACOMBS PLACE,,0,0,0,0,0,0,0,0,Backing Unsafely,Driver Inexperience,,,,3198815,PASSENGER VEHICLE,PICK-UP TRUCK,,,
4/6/15 12:10,,,,,,CANAL STREET,HUDSON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3198183,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
4/6/15 13:00,BROOKLYN,11224,40.5798042,-73.9718339,"(40.5798042, -73.9718339)",WEST 5 STREET,NEPTUNE AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3198375,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
4/6/15 13:37,,,,,,,,HAMILTON AVENUE AT WEST 9 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198464,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/6/15 14:14,,,40.6850741,-73.8302822,"(40.6850741, -73.8302822)",,,PARKING LOT 112-11 LIBERTY AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198569,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/6/15 14:15,MANHATTAN,10017,40.7484074,-73.9709361,"(40.7484074, -73.9709361)",EAST 41 STREET,TUDOR CITY PLACE,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3198229,MOTORCYCLE,UNKNOWN,,,
4/6/15 14:40,,,40.7861372,-73.8243459,"(40.7861372, -73.8243459)",,,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3199135,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,,
4/6/15 14:42,BRONX,10470,40.8953759,-73.8635575,"(40.8953759, -73.8635575)",WEBSTER AVENUE,EAST 233 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3198349,OTHER,OTHER,OTHER,,
4/6/15 15:00,MANHATTAN,10128,40.7872263,-73.9541633,"(40.7872263, -73.9541633)",EAST 96 STREET,MADISON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198260,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/6/15 15:30,,,,,,BAY PARKWAY,SHORE PARKWAY,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3198394,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/6/15 16:14,MANHATTAN,10003,40.7352933,-73.9878182,"(40.7352933, -73.9878182)",EAST 16 STREET,IRVING PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3198212,AMBULANCE,SPORT UTILITY / STATION WAGON,LIVERY VEHICLE,,
4/6/15 17:15,BROOKLYN,11216,40.6781564,-73.9441507,"(40.6781564, -73.9441507)",BROOKLYN AVENUE,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198499,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/6/15 17:17,,,,,,RICHMOND AVENUE,NOME AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3199209,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
4/6/15 19:00,STATEN ISLAND,10305,40.6156433,-74.0672834,"(40.6156433, -74.0672834)",BAY STREET,VIRGINIA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3199199,PASSENGER VEHICLE,UNKNOWN,,,
4/6/15 19:05,BRONX,10463,40.8772382,-73.9177996,"(40.8772382, -73.9177996)",KAPPOCK STREET,JOHNSON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198893,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
4/6/15 22:05,BRONX,10466,40.9002088,-73.8416953,"(40.9002088, -73.8416953)",MONTICELLO AVENUE,NEREID AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198874,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
4/6/15 5:30,QUEENS,11357,40.790257,-73.8166268,"(40.790257, -73.8166268)",149 STREET,12 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3198600,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
4/6/15 7:00,BRONX,10475,40.8859908,-73.827914,"(40.8859908, -73.827914)",BOSTON ROAD,CONNER STREET,,0,0,0,0,0,0,0,0,Prescription Medication,Turning Improperly,,,,3198335,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
4/6/15 8:24,BROOKLYN,11226,40.6444632,-73.9479121,"(40.6444632, -73.9479121)",CORTELYOU ROAD,EAST 31 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3198410,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/6/15 9:18,BRONX,10465,40.8782895,-73.8700582,"(40.8782895, -73.8700582)",EAST GUN HILL ROAD,BRONX RIVER PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198344,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
4/5/15 14:50,BROOKLYN,11208,40.66259,-73.8763861,"(40.66259, -73.8763861)",STANLEY AVENUE,ESSEX STREET,,7,0,0,0,0,0,7,0,Other Vehicular,Other Vehicular,,,,3198002,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
4/5/15 2:57,BRONX,10460,40.8408575,-73.8654655,"(40.8408575, -73.8654655)",EAST TREMONT AVENUE,LELAND AVENUE,,7,0,0,0,0,0,7,0,Unspecified,Unspecified,Unspecified,,,3197894,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
4/5/15 10:16,,,,,,HAMILTON AVENUE,COURT STREET,,5,0,0,0,0,0,5,0,Physical Disability,Unspecified,Unspecified,,,3198008,PASSENGER VEHICLE,PASSENGER VEHICLE,OTHER,,
4/5/15 11:36,QUEENS,11368,40.758026,-73.8577531,"(40.758026, -73.8577531)",NORTHERN BOULEVARD,112 STREET,,4,0,0,0,0,0,4,0,Unspecified,Unspecified,Unspecified,,,3198155,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
4/5/15 18:45,,,40.666739,-73.7862659,"(40.666739, -73.7862659)",,,,4,0,0,0,0,0,4,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3198641,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
4/5/15 3:50,MANHATTAN,10035,40.8018664,-73.9413524,"(40.8018664, -73.9413524)",EAST 120 STREET,PARK AVENUE,,4,0,0,0,0,0,4,0,Other Vehicular,Physical Disability,Other Vehicular,,,3198803,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
4/5/15 6:45,QUEENS,11375,40.7214535,-73.8439779,"(40.7214535, -73.8439779)",QUEENS BOULEVARD,71 AVENUE,,3,0,0,0,0,0,3,0,Traffic Control Disregarded,Unspecified,,,,3198130,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
4/5/15 11:00,,,40.6982547,-73.8693881,"(40.6982547, -73.8693881)",,,,3,0,0,0,0,0,3,0,Outside Car Distraction,Backing Unsafely,Fatigued/Drowsy,Unspecified,,3198543,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,
4/5/15 21:24,BRONX,10467,40.875212,-73.8670377,"(40.875212, -73.8670377)",WHITE PLAINS ROAD,MAGENTA STREET,,2,0,2,0,0,0,0,0,Unspecified,,,,,3198333,PASSENGER VEHICLE,,,,
4/5/15 21:30,BROOKLYN,11207,40.6585778,-73.8906229,"(40.6585778, -73.8906229)",PENNSYLVANIA AVENUE,LINDEN BOULEVARD,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3198004,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
